personid,age,female,nprior,treatment,npurchase,total
55996,36,1,4,50,0,0
55997,27,1,0,50,0,0
55998,37,1,4,15,0,0
55999,40,1,1,0,0,0
56000,27,1,2,0,0,0
56001,15,1,2,15,0,0
56002,31,0,2,0,1,69.04762268
56003,32,1,1,50,3,175.2120056
56004,29,1,1,30,0,0
56005,34,1,1,30,4,221.8056374
56006,31,1,3,30,2,120.4876404
56007,37,1,2,50,0,0
56008,30,1,0,50,0,0
56009,39,1,0,0,0,0
56010,27,1,1,0,0,0
56011,32,0,2,50,0,0
56012,29,1,1,0,0,0
56013,36,1,2,15,1,65.788414
56014,31,1,1,15,0,0
56015,36,0,1,15,0,0
56016,32,0,0,30,0,0
56017,37,0,1,30,2,114.7738342
56018,40,0,2,15,3,168.1389961
56019,47,1,3,30,0,0
56020,36,0,1,0,0,0
56021,40,0,0,50,2,139.0014648
56022,41,1,2,0,0,0
56023,23,0,1,15,0,0
56024,31,0,0,50,0,0
56025,26,0,3,15,0,0
56026,34,1,0,15,0,0
56027,35,0,0,0,0,0
56028,30,0,0,30,0,0
56029,35,1,0,0,0,0
56030,29,1,0,50,2,105.8188019
56031,39,1,0,30,3,194.2784233
56032,30,1,3,15,3,168.574028
56033,38,0,0,15,1,68.2495575
56034,34,1,0,0,1,54.4659462
56035,32,1,1,15,0,0
56036,29,1,0,0,0,0
56037,41,0,3,15,0,0
56038,35,1,0,50,0,0
56039,34,0,1,0,1,69.38604736
56040,33,1,3,50,3,190.2402267
56041,37,1,1,15,2,134.1393356
56042,34,1,1,30,0,0
56043,29,1,1,30,1,62.67878723
56044,30,1,2,15,0,0
56045,34,1,1,50,0,0
56046,29,0,1,15,1,62.76834106
56047,34,1,0,30,0,0
56048,30,0,1,30,0,0
56049,38,0,1,50,0,0
56050,29,0,2,50,0,0
56051,37,0,1,30,0,0
56052,37,0,1,0,1,52.97879791
56053,28,1,1,15,0,0
56054,28,1,2,15,0,0
56055,34,1,1,15,1,65.78069305
56056,31,1,0,15,0,0
56057,29,0,3,15,0,0
56058,30,1,1,0,0,0
56059,27,1,0,50,2,110.4270515
56060,29,0,0,30,2,122.3850517
56061,38,0,1,15,3,179.0251656
56062,30,1,2,0,1,61.08583832
56063,37,1,1,30,1,62.99977875
56064,29,0,1,30,0,0
56065,31,1,0,30,0,0
56066,27,1,3,30,2,119.3897934
56067,30,0,3,50,5,280.9120636
56068,28,0,3,50,1,61.48937607
56069,40,1,3,0,1,63.62220383
56070,32,1,0,50,1,50.3076973
56071,34,1,1,0,0,0
56072,32,0,4,50,4,234.3805008
56073,43,1,0,50,0,0
56074,32,1,0,0,0,0
56075,24,1,2,50,0,0
56076,39,1,3,0,1,51.38806152
56077,30,1,2,30,0,0
56078,36,1,3,50,0,0
56079,32,0,0,30,0,0
56080,28,0,4,0,0,0
56081,33,1,2,0,0,0
56082,38,0,2,50,9,584.3462219
56083,29,0,1,15,1,62.27304077
56084,37,0,0,15,0,0
56085,26,1,3,0,0,0
56086,41,1,3,30,0,0
56087,35,1,3,15,0,0
56088,43,0,0,0,0,0
56089,34,1,3,0,1,67.37843323
56090,27,0,2,0,1,56.50981522
56091,36,1,4,0,0,0
56092,30,1,1,30,1,68.72085571
56093,27,0,0,50,0,0
56094,32,1,1,30,6,336.5559769
56095,33,1,0,50,1,67.37843323
56096,34,1,4,50,0,0
56097,27,0,3,30,0,0
56098,37,0,4,0,0,0
56099,33,0,0,30,2,119.2413445
56100,38,1,1,0,0,0
56101,37,1,0,15,1,63.43783188
56102,35,1,1,50,5,336.6663513
56103,35,0,4,0,1,67.88269806
56104,24,1,3,0,0,0
56105,29,0,1,15,1,61.29989624
56106,40,0,2,0,1,69.74234772
56107,24,0,2,50,0,0
56108,31,1,2,50,2,114.7330704
56109,37,0,2,0,0,0
56110,29,0,0,50,3,200.0169029
56111,28,0,6,30,3,201.9100761
56112,41,1,1,50,4,234.7482872
56113,33,1,1,15,0,0
56114,29,1,0,15,3,186.9423218
56115,36,1,2,15,0,0
56116,34,1,1,15,0,0
56117,38,1,2,0,0,0
56118,35,0,2,15,1,60.29117966
56119,34,1,1,0,1,62.99977875
56120,28,0,2,50,1,56.98500443
56121,30,1,1,30,2,102.7057114
56122,35,0,0,15,1,64.33527374
56123,33,0,1,15,0,0
56124,27,0,1,50,4,221.4800606
56125,30,0,1,30,0,0
56126,28,1,1,50,0,0
56127,36,1,0,30,0,0
56128,42,1,1,50,1,53.67937469
56129,44,0,2,50,3,207.0061493
56130,31,0,2,50,2,137.0532684
56131,31,0,1,0,1,55.96700287
56132,30,1,5,0,0,0
56133,39,0,3,0,0,0
56134,33,1,4,0,0,0
56135,38,1,1,30,0,0
56136,36,0,2,0,0,0
56137,31,0,2,15,0,0
56138,34,0,2,30,1,58.5826149
56139,32,1,3,30,2,124.8361359
56140,30,1,0,30,1,69.98099518
56141,42,1,2,15,0,0
56142,28,1,2,15,0,0
56143,22,1,0,30,4,212.9705009
56144,31,0,1,50,0,0
56145,37,1,0,50,0,0
56146,31,1,0,30,0,0
56147,36,0,3,0,1,64.02207947
56148,33,1,1,0,0,0
56149,40,0,1,50,2,127.2444077
56150,34,0,0,15,0,0
56151,34,0,2,0,2,126.4217987
56152,38,1,0,50,2,104.2433472
56153,29,0,2,0,0,0
56154,34,1,0,15,0,0
56155,34,1,0,15,0,0
56156,34,0,0,50,2,116.1614227
56157,35,1,0,30,0,0
56158,24,1,1,30,0,0
56159,19,1,1,0,0,0
56160,34,0,0,0,0,0
56161,40,1,0,30,2,129.7603455
56162,30,1,6,0,1,58.68217087
56163,40,1,1,50,1,58.80631638
56164,33,1,1,15,0,0
56165,35,1,0,0,1,63.43783188
56166,23,1,1,50,4,264.9363861
56167,23,0,2,0,1,57.46400833
56168,28,0,2,0,0,0
56169,24,0,2,30,0,0
56170,33,0,1,0,0,0
56171,41,1,2,15,0,0
56172,21,1,1,0,2,108.3954773
56173,29,1,2,50,4,231.7549744
56174,29,0,2,50,1,65.31349182
56175,25,0,2,15,0,0
56176,27,0,2,30,1,64.49337006
56177,30,0,1,15,0,0
56178,26,1,3,50,1,51.37282944
56179,35,0,1,50,4,249.3091049
56180,23,1,2,15,0,0
56181,29,0,0,15,0,0
56182,32,0,2,0,0,0
56183,30,0,2,50,4,251.0441666
56184,31,0,1,30,1,68.72085571
56185,33,0,0,0,2,122.9787521
56186,31,1,2,0,0,0
56187,28,0,1,50,1,69.06432343
56188,34,1,1,50,0,0
56189,35,0,0,15,1,61.08583832
56190,32,1,1,0,1,60.26082993
56191,30,1,2,15,2,124.5107956
56192,39,1,3,50,0,0
56193,32,1,1,15,1,65.31349182
56194,29,0,2,50,3,166.6405945
56195,31,0,0,15,0,0
56196,40,1,3,0,0,0
56197,40,1,0,50,0,0
56198,33,1,0,50,0,0
56199,28,0,0,30,1,60.92074585
56200,28,1,0,30,0,0
56201,35,1,1,15,1,50.09355545
56202,31,1,1,50,4,257.6498871
56203,31,1,2,50,0,0
56204,36,0,2,50,4,254.4169769
56205,35,0,0,50,5,282.7817535
56206,20,0,0,0,0,0
56207,34,1,4,50,0,0
56208,34,0,2,0,0,0
56209,39,0,1,50,2,104.6253052
56210,25,1,2,0,0,0
56211,30,1,0,30,5,300.3462753
56212,29,1,1,30,2,123.1755905
56213,43,0,1,50,4,256.57621
56214,35,1,1,30,0,0
56215,34,1,2,50,1,55.96700287
56216,31,0,1,50,1,64.85484314
56217,34,1,1,0,0,0
56218,36,0,0,15,0,0
56219,32,1,1,0,0,0
56220,37,0,1,0,0,0
56221,29,1,0,0,0,0
56222,40,1,0,50,1,54.74547195
56223,32,1,0,15,1,69.50073242
56224,40,0,0,50,1,63.21089935
56225,36,1,0,50,1,58.01697159
56226,36,0,1,50,0,0
56227,32,0,0,50,3,191.1087608
56228,31,0,1,0,1,65.72859955
56229,26,0,3,0,1,64.49337006
56230,43,1,1,15,1,64.41025543
56231,36,1,2,15,3,176.0709534
56232,32,1,1,30,0,0
56233,30,0,3,50,2,131.576828
56234,37,1,1,30,2,119.1590462
56235,34,1,2,50,1,65.72859955
56236,41,1,1,30,0,0
56237,29,0,2,15,1,69.06432343
56238,42,0,3,30,0,0
56239,31,0,1,15,2,140.0053101
56240,41,1,3,50,3,175.4760056
56241,33,1,1,30,0,0
56242,34,1,0,50,3,197.7348709
56243,39,0,0,50,0,0
56244,39,1,1,50,0,0
56245,32,0,2,50,0,0
56246,31,1,1,30,0,0
56247,34,0,1,30,0,0
56248,38,0,2,15,0,0
56249,36,0,1,15,2,108.2628708
56250,32,0,4,50,7,429.638279
56251,33,1,4,50,6,357.7667313
56252,35,0,1,0,0,0
56253,38,1,1,0,1,65.31349182
56254,32,0,1,50,3,195.0621338
56255,28,1,3,50,0,0
56256,35,0,2,15,1,51.58794403
56257,39,0,1,15,0,0
56258,28,1,2,0,1,65.39020538
56259,23,0,0,30,2,109.4909439
56260,39,1,2,0,1,54.50326157
56261,33,1,1,30,0,0
56262,42,1,2,0,0,0
56263,28,1,1,50,3,181.2095413
56264,27,0,0,50,2,125.3575745
56265,20,1,0,50,1,66.95143127
56266,37,0,0,0,0,0
56267,25,1,1,50,3,164.9315338
56268,34,0,0,0,0,0
56269,30,1,4,0,3,182.67659
56270,36,1,1,0,0,0
56271,37,1,0,30,2,131.5613861
56272,25,1,0,0,0,0
56273,37,0,1,50,0,0
56274,32,1,1,15,0,0
56275,34,0,2,50,0,0
56276,35,1,0,30,0,0
56277,38,0,1,15,0,0
56278,35,0,1,0,0,0
56279,29,0,1,30,0,0
56280,37,1,2,15,0,0
56281,33,1,1,0,0,0
56282,35,0,3,30,0,0
56283,28,1,2,30,0,0
56284,32,1,0,50,1,61.86861038
56285,26,1,0,15,0,0
56286,22,0,4,50,6,367.884182
56287,38,1,1,50,3,191.4825439
56288,37,0,1,0,0,0
56289,32,0,3,50,1,67.83628082
56290,29,0,1,30,0,0
56291,35,0,1,0,0,0
56292,27,1,2,0,2,120.5216599
56293,35,0,1,0,0,0
56294,33,1,1,15,0,0
56295,38,0,0,30,1,52.70846176
56296,43,1,1,30,0,0
56297,39,0,2,50,0,0
56298,36,0,0,0,1,59.84246445
56299,37,1,1,0,0,0
56300,37,0,0,50,0,0
56301,33,1,0,0,0,0
56302,36,1,0,15,1,50.60276031
56303,30,0,1,15,0,0
56304,34,0,2,50,1,57.93914032
56305,31,1,1,0,0,0
56306,33,1,0,0,0,0
56307,34,1,0,30,0,0
56308,32,1,3,15,0,0
56309,24,0,2,0,3,195.9404755
56310,38,0,1,15,1,61.48937607
56311,24,0,3,30,0,0
56312,27,0,1,15,1,51.44002914
56313,36,0,1,15,0,0
56314,37,1,2,15,0,0
56315,39,1,4,30,1,52.70846176
56316,34,1,2,50,1,69.56443787
56317,39,1,2,0,1,63.62220383
56318,40,1,0,0,0,0
56319,37,1,2,50,1,62.68139648
56320,30,1,1,30,2,139.1788788
56321,30,0,3,50,0,0
56322,30,0,0,0,0,0
56323,43,1,0,30,0,0
56324,30,1,1,15,0,0
56325,38,1,0,50,0,0
56326,37,0,1,30,0,0
56327,39,1,1,30,1,55.75043106
56328,35,1,1,30,0,0
56329,34,0,2,0,2,106.2672958
56330,27,1,2,30,3,199.1500244
56331,46,0,1,50,2,118.3874321
56332,33,1,2,0,0,0
56333,28,0,1,15,0,0
56334,32,0,0,15,0,0
56335,34,0,3,0,0,0
56336,26,0,3,30,0,0
56337,31,0,0,30,0,0
56338,27,0,4,50,0,0
56339,36,0,0,15,0,0
56340,33,1,0,0,1,58.08071136
56341,38,1,1,30,0,0
56342,43,1,3,0,1,56.23439407
56343,26,1,2,50,0,0
56344,36,1,2,0,0,0
56345,38,0,5,15,0,0
56346,38,0,1,0,0,0
56347,33,0,1,15,0,0
56348,29,1,4,50,4,246.3990402
56349,26,1,3,50,3,198.1298981
56350,36,1,0,0,0,0
56351,31,1,0,15,0,0
56352,35,1,2,50,2,125.3601837
56353,36,1,2,0,1,55.49602509
56354,33,1,3,30,2,129.0252228
56355,36,0,1,15,0,0
56356,34,0,0,50,2,121.5988922
56357,33,0,2,0,0,0
56358,36,1,1,50,4,252.5643082
56359,34,1,1,50,2,120.5823593
56360,32,0,3,30,1,59.14690399
56361,30,1,3,15,0,0
56362,34,0,1,30,0,0
56363,38,0,1,0,1,69.4817276
56364,30,0,1,0,1,60.78654861
56365,36,1,3,15,4,243.0795059
56366,25,1,0,30,1,53.31872559
56367,32,1,0,50,1,51.58404541
56368,35,1,2,15,0,0
56369,27,1,1,15,1,55.96700287
56370,41,0,1,15,0,0
56371,28,0,4,50,0,0
56372,32,1,2,30,0,0
56373,30,1,3,15,1,50.60276031
56374,27,0,0,15,0,0
56375,27,1,1,50,2,117.9185219
56376,27,0,0,15,0,0
56377,38,1,0,0,0,0
56378,40,1,0,50,0,0
56379,27,1,0,30,0,0
56380,30,0,3,30,0,0
56381,31,1,0,30,1,60.92074585
56382,27,1,1,50,1,52.32733154
56383,38,1,0,30,2,138.0952454
56384,29,1,2,0,0,0
56385,34,1,1,15,0,0
56386,21,1,1,0,0,0
56387,30,1,1,0,0,0
56388,35,1,1,30,0,0
56389,33,0,1,30,0,0
56390,32,0,0,50,4,243.1461945
56391,35,0,0,15,1,65.788414
56392,32,1,0,0,0,0
56393,39,0,1,30,0,0
56394,33,0,0,30,2,130.0370331
56395,35,0,0,30,5,325.0925903
56396,23,0,6,50,3,188.3018265
56397,32,1,0,15,0,0
56398,33,1,1,0,0,0
56399,33,0,1,0,0,0
56400,28,0,1,30,2,108.9797287
56401,30,1,0,50,0,0
56402,34,0,1,50,0,0
56403,37,0,3,0,0,0
56404,37,0,1,50,2,128.9867401
56405,36,1,0,50,3,154.3200836
56406,30,0,1,30,0,0
56407,33,0,3,50,4,220.9792328
56408,36,0,1,30,0,0
56409,38,1,2,50,2,125.362793
56410,37,0,1,30,1,67.11172485
56411,42,1,1,0,0,0
56412,36,0,3,50,1,58.44794846
56413,37,1,0,50,0,0
56414,31,0,3,30,0,0
56415,25,0,1,30,1,54.03371429
56416,28,0,3,0,0,0
56417,36,1,0,15,0,0
56418,36,1,0,0,1,54.06032181
56419,35,1,0,30,0,0
56420,34,0,2,0,2,115.9943008
56421,46,1,2,50,1,57.73023605
56422,34,1,1,50,0,0
56423,41,1,1,15,2,132.357193
56424,30,1,3,15,0,0
56425,33,1,2,15,0,0
56426,37,1,0,50,2,123.1548233
56427,32,0,1,0,0,0
56428,38,1,0,30,0,0
56429,36,0,0,0,0,0
56430,33,0,5,50,1,54.48986435
56431,32,0,4,50,1,69.38604736
56432,33,0,4,30,0,0
56433,36,0,1,30,0,0
56434,25,0,3,15,1,68.48602295
56435,34,1,0,0,0,0
56436,37,1,1,30,0,0
56437,33,0,0,15,1,52.6505394
56438,38,0,0,50,1,53.68041229
56439,30,1,1,0,1,57.27015686
56440,29,1,1,30,1,56.69115067
56441,38,0,2,50,0,0
56442,38,0,0,15,0,0
56443,35,0,0,30,0,0
56444,34,1,0,50,1,61.08583832
56445,34,0,4,0,1,63.97712326
56446,38,0,2,30,2,112.8132172
56447,32,1,4,30,2,131.123436
56448,32,1,0,15,0,0
56449,33,0,0,0,1,63.62220383
56450,31,0,3,50,2,115.8782806
56451,44,0,1,50,2,107.3587494
56452,41,0,1,30,0,0
56453,36,1,1,0,3,189.0908279
56454,28,1,1,15,1,55.39971161
56455,24,0,1,30,1,51.58794403
56456,31,1,0,0,0,0
56457,36,0,2,50,4,230.6018982
56458,37,0,1,15,2,133.2118225
56459,32,1,5,0,0,0
56460,30,1,3,0,0,0
56461,32,0,0,50,0,0
56462,25,0,1,30,0,0
56463,36,0,1,15,0,0
56464,26,1,1,0,0,0
56465,34,1,1,30,0,0
56466,26,1,2,30,2,126.4434433
56467,37,1,0,50,0,0
56468,26,0,3,30,0,0
56469,29,0,1,0,0,0
56470,35,1,5,50,0,0
56471,37,1,1,50,1,60.68818665
56472,29,1,2,15,0,0
56473,42,1,1,15,2,128.3798943
56474,24,1,3,0,1,50.09355545
56475,37,0,2,50,1,51.37282944
56476,38,0,0,15,1,62.99977875
56477,32,0,0,50,2,125.7763824
56478,27,1,1,15,0,0
56479,33,0,1,50,0,0
56480,35,0,0,15,0,0
56481,26,1,3,50,2,125.4505768
56482,25,1,2,30,0,0
56483,38,1,4,50,1,65.31349182
56484,31,0,4,15,2,126.3994675
56485,35,1,2,50,3,172.6979637
56486,22,1,0,50,0,0
56487,32,0,0,15,0,0
56488,21,0,1,30,1,50.84167099
56489,35,1,1,30,4,257.1804924
56490,32,1,0,0,0,0
56491,25,0,1,30,1,55.24397659
56492,32,1,1,30,1,67.34227753
56493,28,1,4,15,0,0
56494,36,0,3,15,0,0
56495,24,1,1,30,3,178.5863647
56496,26,1,1,30,0,0
56497,34,0,1,0,1,56.17770767
56498,31,1,3,50,1,69.50073242
56499,25,0,3,15,0,0
56500,24,1,0,0,0,0
56501,26,1,1,30,0,0
56502,31,1,2,0,0,0
56503,35,0,0,0,0,0
56504,27,1,1,15,0,0
56505,36,0,0,15,0,0
56506,29,0,4,15,0,0
56507,28,1,1,15,1,69.38604736
56508,33,0,2,0,0,0
56509,31,1,4,50,0,0
56510,27,1,0,30,0,0
56511,37,1,1,15,0,0
56512,31,0,2,50,1,66.38333893
56513,29,0,1,30,0,0
56514,35,0,3,50,1,55.28065109
56515,30,0,3,50,0,0
56516,29,0,2,15,0,0
56517,37,1,0,15,0,0
56518,28,0,0,50,1,56.98500443
56519,38,1,1,30,3,174.2421265
56520,32,1,2,30,0,0
56521,36,0,1,0,0,0
56522,34,0,0,30,0,0
56523,36,0,0,15,2,106.8626099
56524,35,1,1,50,1,64.51261139
56525,27,1,0,50,0,0
56526,29,1,0,30,1,53.5790596
56527,35,1,1,15,0,0
56528,39,0,1,30,1,50.28046417
56529,40,1,0,30,2,127.8647957
56530,30,1,1,30,0,0
56531,27,1,0,0,0,0
56532,38,0,0,50,1,67.66183472
56533,35,0,0,15,1,68.19734955
56534,41,1,0,50,1,66.95143127
56535,36,1,3,0,0,0
56536,33,1,1,0,0,0
56537,41,1,1,50,2,113.3823013
56538,36,1,3,0,0,0
56539,18,0,2,0,2,128.805542
56540,27,1,1,30,0,0
56541,38,0,1,30,0,0
56542,34,1,1,0,0,0
56543,38,1,0,30,0,0
56544,32,0,0,50,0,0
56545,30,1,0,30,0,0
56546,34,1,2,30,1,61.29989624
56547,34,0,1,15,0,0
56548,31,1,0,0,0,0
56549,35,1,2,0,1,69.0358429
56550,37,0,4,15,0,0
56551,40,1,1,30,3,153.497509
56552,39,0,1,30,3,184.5020866
56553,37,0,4,15,0,0
56554,30,0,2,50,3,185.7570801
56555,35,0,1,50,4,205.4114227
56556,29,1,4,50,2,136.499115
56557,33,1,2,0,0,0
56558,29,0,0,50,1,50.23633575
56559,33,0,2,15,0,0
56560,28,0,0,0,0,0
56561,33,0,0,30,2,120.5823593
56562,39,1,1,0,0,0
56563,46,1,1,0,0,0
56564,45,0,0,30,2,117.3643417
56565,37,1,1,15,2,103.4920731
56566,34,0,0,50,0,0
56567,30,1,5,50,2,120.793869
56568,39,1,1,0,0,0
56569,33,0,0,0,0,0
56570,27,0,2,50,0,0
56571,25,0,0,15,0,0
56572,40,1,0,50,4,212.167942
56573,30,0,1,30,0,0
56574,29,0,3,30,3,184.7322388
56575,43,1,0,0,0,0
56576,31,1,1,30,0,0
56577,29,1,0,0,1,50.09355545
56578,32,0,1,15,0,0
56579,34,0,0,0,1,59.14690399
56580,30,1,1,15,0,0
56581,29,1,2,50,0,0
56582,30,1,1,15,2,127.5564919
56583,38,0,1,0,0,0
56584,33,1,1,50,3,199.4544983
56585,25,1,2,50,0,0
56586,35,1,0,50,4,272.7893982
56587,27,1,2,15,3,193.4801025
56588,40,0,2,15,0,0
56589,35,0,0,15,0,0
56590,30,1,2,30,2,126.8756638
56591,41,0,1,15,2,118.5222778
56592,23,0,0,0,1,54.03371429
56593,34,1,0,30,0,0
56594,28,1,2,0,2,115.2528839
56595,26,1,0,50,3,173.2704926
56596,42,0,1,50,4,211.2356262
56597,38,0,1,50,2,119.4281998
56598,32,0,2,15,1,59.79504776
56599,40,1,0,15,0,0
56600,36,0,1,30,1,69.81853485
56601,41,0,2,15,3,202.1352997
56602,34,0,3,15,0,0
56603,37,0,3,30,3,160.396244
56604,34,1,2,50,1,61.91902924
56605,30,1,0,15,0,0
56606,30,1,1,50,4,254.692543
56607,31,0,1,50,1,68.48602295
56608,34,0,3,15,0,0
56609,24,0,1,50,3,195.1156845
56610,24,0,2,0,0,0
56611,39,1,4,30,1,55.09954453
56612,33,1,1,50,4,245.0661316
56613,30,1,0,0,0,0
56614,34,0,1,0,1,56.00032806
56615,33,1,1,50,2,138.0952454
56616,36,1,0,15,3,154.1184845
56617,32,0,0,30,0,0
56618,37,1,1,15,1,66.80722809
56619,27,0,1,0,0,0
56620,36,0,3,0,0,0
56621,43,1,2,30,4,225.0425682
56622,32,0,1,30,0,0
56623,38,0,2,50,4,225.8282318
56624,35,0,1,0,4,220.8547668
56625,32,1,0,30,1,54.4659462
56626,29,1,0,0,0,0
56627,33,1,2,50,5,298.3457336
56628,31,1,2,15,0,0
56629,31,1,1,50,3,172.0996094
56630,33,1,2,50,3,176.4286461
56631,34,0,1,50,1,50.28046417
56632,30,1,1,50,0,0
56633,36,0,1,15,0,0
56634,36,0,2,50,1,51.58794403
56635,23,1,0,0,0,0
56636,31,0,0,30,6,349.2899971
56637,30,1,3,50,0,0
56638,29,1,0,50,0,0
56639,38,1,0,30,0,0
56640,28,0,2,50,8,488.6937141
56641,34,0,1,0,0,0
56642,27,0,1,0,1,61.34805298
56643,27,0,0,0,0,0
56644,32,0,0,30,1,68.6866684
56645,30,1,2,30,5,319.3337746
56646,37,1,1,30,0,0
56647,34,0,3,15,0,0
56648,29,0,0,50,0,0
56649,46,1,1,15,7,437.9202881
56650,33,1,5,15,0,0
56651,31,0,2,30,0,0
56652,41,1,0,50,2,126.4094429
56653,34,0,0,0,0,0
56654,36,0,1,15,0,0
56655,34,0,3,15,1,51.37282944
56656,38,0,4,15,0,0
56657,25,1,1,50,3,172.3920288
56658,34,1,1,50,0,0
56659,33,0,3,15,0,0
56660,31,0,0,30,1,69.81853485
56661,45,1,2,15,2,119.6097641
56662,30,1,3,15,1,55.09954453
56663,32,1,0,0,0,0
56664,32,0,1,30,0,0
56665,34,1,3,30,2,137.0532684
56666,43,0,2,50,4,267.9092216
56667,29,0,1,50,0,0
56668,38,0,0,30,3,171.2696877
56669,35,0,1,30,1,57.75683212
56670,37,0,1,0,1,63.19973373
56671,35,0,1,50,1,50.3076973
56672,26,0,0,0,2,138.1286469
56673,32,1,1,50,4,226.5704384
56674,23,1,0,50,3,200.7290726
56675,35,0,1,30,2,113.9700089
56676,24,1,0,30,0,0
56677,34,1,3,0,4,234.6931686
56678,27,0,2,30,0,0
56679,36,1,1,0,0,0
56680,34,1,3,15,1,56.58018875
56681,35,1,2,50,1,59.32311249
56682,39,0,0,0,1,68.48602295
56683,35,0,1,15,0,0
56684,34,1,3,50,4,237.7653961
56685,26,0,1,0,3,181.1907959
56686,31,0,2,50,1,63.61156082
56687,34,1,1,15,0,0
56688,34,0,1,0,1,64.85484314
56689,44,1,1,15,1,52.0848999
56690,31,1,0,30,3,174.2410431
56691,34,0,3,50,2,127.7620239
56692,21,0,1,50,0,0
56693,24,0,3,30,2,128.8205109
56694,27,1,0,30,0,0
56695,35,0,3,50,6,338.3503189
56696,30,1,1,15,0,0
56697,36,1,3,30,0,0
56698,32,0,1,0,0,0
56699,30,1,0,30,5,302.5304604
56700,29,1,1,15,0,0
56701,37,0,2,15,5,327.8612213
56702,35,1,1,50,0,0
56703,22,0,0,30,1,59.96234131
56704,38,0,0,15,1,58.08071136
56705,39,0,0,50,0,0
56706,42,1,1,50,2,108.2559357
56707,28,1,1,30,0,0
56708,25,1,1,15,3,169.9987907
56709,37,0,1,30,4,251.0137634
56710,44,0,1,0,0,0
56711,34,1,1,50,3,185.0523911
56712,35,1,0,30,0,0
56713,45,0,2,50,2,130.7994423
56714,38,1,2,30,1,51.58794403
56715,32,1,1,0,0,0
56716,38,1,1,50,9,582.3151436
56717,33,1,1,15,0,0
56718,30,0,4,50,3,197.4465942
56719,31,0,0,0,0,0
56720,36,0,1,15,0,0
56721,35,0,2,50,1,55.54686737
56722,27,0,2,0,1,52.31265259
56723,36,1,2,15,0,0
56724,26,1,1,0,0,0
56725,28,0,1,0,0,0
56726,33,1,5,15,0,0
56727,37,0,0,30,0,0
56728,31,1,1,50,3,195.3946495
56729,29,0,0,50,5,295.4792442
56730,27,0,0,15,0,0
56731,25,1,0,0,3,182.7622375
56732,30,0,2,50,0,0
56733,34,0,1,0,0,0
56734,39,1,1,0,1,68.48602295
56735,40,0,0,15,0,0
56736,40,0,1,50,1,53.60346985
56737,40,1,1,30,2,125.9995575
56738,34,0,2,15,0,0
56739,27,0,2,50,0,0
56740,36,1,1,50,0,0
56741,34,1,0,50,0,0
56742,37,0,2,0,1,57.32296371
56743,38,0,0,15,1,63.43783188
56744,27,1,1,15,0,0
56745,35,0,1,15,1,68.72085571
56746,36,0,3,30,1,63.21089935
56747,38,0,3,30,0,0
56748,37,0,2,30,2,115.7182999
56749,33,0,0,0,2,130.7804108
56750,32,0,1,0,0,0
56751,35,1,0,50,0,0
56752,39,1,1,0,0,0
56753,31,0,1,0,0,0
56754,31,1,0,30,0,0
56755,29,0,0,50,0,0
56756,37,0,1,0,1,59.84246445
56757,32,0,1,30,1,59.33590698
56758,37,1,0,15,0,0
56759,21,1,1,50,1,61.86861038
56760,34,1,0,0,0,0
56761,32,1,0,30,0,0
56762,31,1,4,30,5,287.8188705
56763,36,0,1,50,1,67.51143646
56764,31,1,0,30,0,0
56765,29,0,1,0,0,0
56766,27,0,1,0,2,108.2580605
56767,32,1,2,50,1,63.21089935
56768,29,1,2,0,0,0
56769,33,1,3,50,0,0
56770,36,1,0,0,1,52.6505394
56771,40,0,0,15,0,0
56772,29,0,3,15,0,0
56773,31,0,0,50,0,0
56774,34,0,3,50,1,52.70846176
56775,25,1,0,50,0,0
56776,23,0,1,30,5,277.1629944
56777,24,0,2,50,1,60.78654861
56778,42,0,2,50,2,128.805542
56779,44,0,1,0,0,0
56780,40,1,2,30,0,0
56781,34,1,1,15,3,175.0590096
56782,29,0,2,0,2,130.5834808
56783,30,1,2,30,0,0
56784,35,1,0,50,2,118.671814
56785,33,1,0,0,0,0
56786,40,1,1,15,1,61.54128647
56787,26,1,0,30,2,135.6535339
56788,25,0,2,15,0,0
56789,34,0,2,15,0,0
56790,35,1,0,0,0,0
56791,42,0,1,50,2,116.6064606
56792,32,0,2,50,3,207.1075287
56793,39,0,0,50,5,310.5671234
56794,32,0,2,30,2,132.0304108
56795,35,1,1,0,1,65.47119904
56796,32,1,1,0,1,55.24397659
56797,26,0,0,0,0,0
56798,33,0,1,30,0,0
56799,27,1,0,50,1,52.97879791
56800,37,0,1,30,0,0
56801,36,0,3,0,0,0
56802,35,1,0,50,0,0
56803,39,0,3,30,0,0
56804,32,1,2,15,0,0
56805,45,0,1,15,4,239.038929
56806,31,1,0,30,2,101.683342
56807,34,1,1,15,0,0
56808,32,0,3,50,2,123.9724464
56809,39,0,3,30,3,164.864296
56810,33,1,0,15,0,0
56811,29,1,1,0,2,105.4036255
56812,44,0,0,30,4,206.5617142
56813,41,1,0,0,0,0
56814,34,0,4,15,0,0
56815,28,1,0,30,2,128.9867401
56816,30,1,2,0,2,139.4846954
56817,34,1,2,15,0,0
56818,34,1,1,50,0,0
56819,36,0,0,0,1,60.50235367
56820,39,0,2,50,3,191.6744499
56821,39,0,2,15,0,0
56822,38,0,2,0,1,68.52663422
56823,27,0,0,0,1,63.60424423
